data_horario,total,total_sem_reagendado,compareceu,nao_compareceu,reagendado
"2022-10-29 13:00:00",8,8,1,7,0
"2022-10-29 14:00:00",8,8,2,6,0
"2022-10-29 15:00:00",11,11,2,9,0
"2022-10-29 16:00:00",8,7,4,3,1
"2022-10-31 09:00:00",3,1,0,1,2
"2022-10-31 10:00:00",3,2,0,2,1
"2022-10-31 11:00:00",4,3,1,2,1
"2022-10-31 12:00:00",2,1,0,1,1
"2022-10-31 14:00:00",7,7,1,6,0
"2022-10-31 15:00:00",3,3,1,2,0
"2022-10-31 16:00:00",3,3,1,2,0
"2022-10-31 17:00:00",3,3,1,2,0
"2022-11-01 09:00:00",5,4,2,2,1
"2022-11-01 10:00:00",9,8,2,6,1
"2022-11-01 11:00:00",8,6,3,3,2
"2022-11-01 12:00:00",5,4,1,3,1
"2022-11-01 14:00:00",7,6,4,2,1
"2022-11-01 15:00:00",6,5,2,3,1
"2022-11-01 16:00:00",6,6,0,6,0
"2022-11-01 17:00:00",6,4,2,2,2
"2022-11-03 09:00:00",7,4,1,3,3
"2022-11-03 09:30:00",1,1,1,0,0
"2022-11-03 10:00:00",6,4,0,4,2
"2022-11-03 11:00:00",8,3,1,2,5
"2022-11-03 12:00:00",3,3,1,2,0
"2022-11-03 14:00:00",3,2,1,1,1
"2022-11-03 15:00:00",5,5,1,4,0
"2022-11-03 16:00:00",7,6,2,4,1
"2022-11-03 17:00:00",5,4,1,3,1
"2022-11-04 09:00:00",4,2,1,1,2
"2022-11-04 10:00:00",8,5,2,3,3
"2022-11-04 11:00:00",7,5,1,4,2
"2022-11-04 12:00:00",2,2,1,1,0
"2022-11-04 14:00:00",8,6,1,5,2
"2022-11-04 15:00:00",6,5,1,4,1
"2022-11-04 16:00:00",5,4,2,2,1
"2022-11-04 17:00:00",5,4,1,3,1
"2022-11-05 08:00:00",5,5,1,4,0
"2022-11-05 09:00:00",6,6,3,3,0
"2022-11-05 10:00:00",8,8,3,5,0
"2022-11-05 11:00:00",5,4,1,3,1
"2022-11-05 13:00:00",6,3,2,1,3
"2022-11-05 14:00:00",8,7,3,4,1
"2022-11-05 15:00:00",8,7,2,5,1
"2022-11-05 16:00:00",10,9,1,8,1
"2022-11-07 09:00:00",5,3,1,2,2
"2022-11-07 10:00:00",6,5,2,3,1
"2022-11-07 11:00:00",3,1,1,0,2
"2022-11-07 12:00:00",2,1,0,1,1
"2022-11-07 14:00:00",3,1,0,1,2
"2022-11-07 15:00:00",3,2,2,0,1
"2022-11-07 16:00:00",3,1,0,1,2
"2022-11-07 17:00:00",6,5,3,2,1
"2022-11-08 09:00:00",9,7,1,6,2
"2022-11-08 10:00:00",6,4,1,3,2
"2022-11-08 11:00:00",7,5,1,4,2
"2022-11-08 12:00:00",2,2,1,1,0
"2022-11-08 14:00:00",6,5,1,4,1
"2022-11-08 15:00:00",5,3,1,2,2
"2022-11-08 16:00:00",7,3,2,1,4
"2022-11-08 17:00:00",5,4,2,2,1
"2022-11-09 09:00:00",6,4,0,4,2
"2022-11-09 10:00:00",6,4,2,2,2
"2022-11-09 11:00:00",4,3,2,1,1
"2022-11-09 12:00:00",3,3,2,1,0
"2022-11-09 14:00:00",7,6,1,5,1
"2022-11-09 15:00:00",2,2,1,1,0
"2022-11-09 16:00:00",4,2,0,2,2
"2022-11-09 17:00:00",1,1,0,1,0
"2022-11-10 08:00:00",2,1,1,0,1
"2022-11-10 09:00:00",4,3,1,2,1
"2022-11-10 10:00:00",4,2,0,2,2
"2022-11-10 11:00:00",2,1,0,1,1
"2022-11-10 14:00:00",7,7,3,4,0
"2022-11-10 15:00:00",7,4,0,4,3
"2022-11-10 16:00:00",6,5,2,3,1
"2022-11-10 17:00:00",5,4,3,1,1
"2022-11-11 09:00:00",1,0,0,0,1
"2022-11-11 10:00:00",3,2,1,1,1
"2022-11-11 11:00:00",6,5,1,4,1
"2022-11-11 12:00:00",3,2,2,0,1
"2022-11-11 14:00:00",7,5,2,3,2
"2022-11-11 15:00:00",6,4,0,4,2
"2022-11-11 16:00:00",6,3,1,2,3
"2022-11-11 17:00:00",4,4,2,2,0
"2022-11-12 08:00:00",7,5,2,3,2
"2022-11-12 09:00:00",9,5,1,4,4
"2022-11-12 10:00:00",8,8,3,5,0
"2022-11-12 11:00:00",8,8,4,4,0
"2022-11-12 13:00:00",6,4,1,3,2
"2022-11-12 14:00:00",7,7,3,4,0
"2022-11-12 15:00:00",9,9,1,8,0
"2022-11-12 16:00:00",9,7,0,7,2
"2022-11-16 09:00:00",4,3,1,2,1
"2022-11-16 10:00:00",7,5,1,4,2
"2022-11-16 11:00:00",6,5,1,4,1
"2022-11-16 12:00:00",3,2,0,2,1
"2022-11-16 14:00:00",8,8,2,6,0
"2022-11-16 15:00:00",10,9,2,7,1
"2022-11-16 16:00:00",6,5,1,4,1
"2022-11-16 17:00:00",6,5,3,2,1
"2022-11-17 08:00:00",4,2,1,1,2
"2022-11-17 09:00:00",4,2,2,0,2
"2022-11-17 10:00:00",4,3,3,0,1
"2022-11-17 11:00:00",5,4,3,1,1
"2022-11-17 12:00:00",3,3,1,2,0
"2022-11-17 14:00:00",5,4,0,4,1
"2022-11-17 15:00:00",7,5,1,4,2
"2022-11-17 16:00:00",6,3,0,3,3
"2022-11-17 17:00:00",8,6,0,6,2
"2022-11-18 09:00:00",3,2,1,1,1
"2022-11-18 10:00:00",7,6,2,4,1
"2022-11-18 11:00:00",5,4,3,1,1
"2022-11-18 12:00:00",2,2,1,1,0
"2022-11-18 14:00:00",7,4,1,3,3
"2022-11-18 15:00:00",10,5,2,3,5
"2022-11-18 16:00:00",6,4,3,1,2
"2022-11-18 17:00:00",7,6,0,6,1
"2022-11-19 08:00:00",4,3,2,1,1
"2022-11-19 09:00:00",8,8,3,5,0
"2022-11-19 10:00:00",8,6,1,5,2
"2022-11-19 11:00:00",8,8,3,5,0
"2022-11-19 13:00:00",6,4,3,1,2
"2022-11-19 14:00:00",10,8,2,6,2
"2022-11-19 15:00:00",7,7,1,6,0
"2022-11-19 16:00:00",11,9,2,7,2
"2022-11-21 09:00:00",6,3,2,1,3
"2022-11-21 10:00:00",3,3,0,3,0
"2022-11-21 11:00:00",2,1,0,1,1
"2022-11-21 12:00:00",2,1,1,0,1
"2022-11-21 14:00:00",6,5,2,3,1
"2022-11-21 15:00:00",6,6,1,5,0
"2022-11-21 16:00:00",5,5,2,3,0
"2022-11-21 17:00:00",5,3,0,3,2
"2022-11-22 09:00:00",7,7,4,3,0
"2022-11-22 10:00:00",5,4,1,3,1
"2022-11-22 11:00:00",5,4,0,4,1
"2022-11-22 12:00:00",3,3,2,1,0
"2022-11-22 14:00:00",5,5,1,4,0
"2022-11-22 15:00:00",5,5,1,4,0
"2022-11-22 16:00:00",5,4,1,3,1
"2022-11-22 17:00:00",5,4,2,2,1
"2022-11-23 09:00:00",4,1,0,1,3
"2022-11-23 10:00:00",7,3,2,1,4
"2022-11-23 11:00:00",3,2,1,1,1
"2022-11-23 12:00:00",3,2,2,0,1
"2022-11-23 14:00:00",6,5,0,5,1
"2022-11-23 15:00:00",8,7,1,6,1
"2022-11-23 16:00:00",6,4,3,1,2
"2022-11-23 17:00:00",6,4,1,3,2
"2022-11-24 08:00:00",4,4,0,4,0
"2022-11-24 09:00:00",5,3,2,1,2
"2022-11-24 10:00:00",4,0,0,0,4
"2022-11-24 11:00:00",1,1,0,1,0
"2022-11-24 12:00:00",2,2,1,1,0
"2022-11-24 13:00:00",1,0,0,0,1
"2022-11-24 14:00:00",5,4,1,3,1
"2022-11-25 09:00:00",7,7,3,4,0
"2022-11-25 10:00:00",6,4,0,4,2
"2022-11-25 11:00:00",6,3,2,1,3
"2022-11-25 12:00:00",3,1,0,1,2
"2022-11-25 14:00:00",3,2,1,1,1
"2022-11-25 15:00:00",4,3,3,0,1
"2022-11-25 16:00:00",5,4,1,3,1
"2022-11-25 17:00:00",4,4,0,4,0
"2022-11-26 08:00:00",3,2,1,1,1
"2022-11-26 09:00:00",7,7,4,3,0
"2022-11-26 10:00:00",8,8,1,7,0
"2022-11-26 11:00:00",8,5,2,3,3
"2022-11-26 13:00:00",5,3,1,2,2
"2022-11-26 14:00:00",7,7,1,6,0
"2022-11-26 15:00:00",8,8,3,5,0
"2022-11-26 16:00:00",7,6,3,3,1
"2022-11-29 09:00:00",8,8,3,5,0
"2022-11-29 10:00:00",7,6,1,5,1
"2022-11-29 11:00:00",8,4,2,2,4
"2022-11-29 12:00:00",5,4,2,2,1
"2022-11-29 14:00:00",8,7,3,4,1
"2022-11-29 15:00:00",8,7,0,7,1
"2022-11-29 16:00:00",7,5,0,5,2
"2022-11-29 17:00:00",8,7,1,6,1
"2022-11-30 09:00:00",4,4,1,3,0
"2022-11-30 10:00:00",6,5,0,5,1
"2022-11-30 11:00:00",4,2,1,1,2
"2022-11-30 12:00:00",4,4,1,3,0
"2022-11-30 14:00:00",6,4,2,2,2
"2022-11-30 15:00:00",5,3,0,3,2
"2022-11-30 16:00:00",6,4,0,4,2
"2022-11-30 17:00:00",5,4,0,4,1
"2022-12-01 08:00:00",2,2,1,1,0
"2022-12-01 09:00:00",6,5,1,4,1
"2022-12-01 10:00:00",5,3,2,1,2
"2022-12-01 10:30:00",1,1,1,0,0
"2022-12-01 11:00:00",4,4,1,3,0
"2022-12-01 11:30:00",1,1,0,1,0
"2022-12-01 12:00:00",3,3,2,1,0
"2022-12-01 14:00:00",4,4,2,2,0
"2022-12-01 15:00:00",4,4,0,4,0
"2022-12-01 15:30:00",1,1,1,0,0
"2022-12-01 16:00:00",5,5,1,4,0
"2022-12-01 17:00:00",6,4,2,2,2
"2022-12-02 09:00:00",6,4,2,2,2
"2022-12-02 10:00:00",3,2,2,0,1
"2022-12-02 11:00:00",8,7,4,3,1
"2022-12-02 12:00:00",2,1,0,1,1
"2022-12-02 13:00:00",2,1,1,0,1
"2022-12-02 14:00:00",4,2,0,2,2
"2022-12-03 08:00:00",8,6,3,3,2
"2022-12-03 09:00:00",6,5,3,2,1
"2022-12-03 10:00:00",8,5,3,2,3
"2022-12-03 11:00:00",10,10,3,7,0
"2022-12-03 13:00:00",7,6,1,5,1
"2022-12-03 14:00:00",10,8,1,7,2
"2022-12-03 15:00:00",7,6,2,4,1
"2022-12-03 16:00:00",8,8,0,8,0
"2022-12-05 09:00:00",5,4,0,4,1
"2022-12-05 10:00:00",7,4,1,3,3
"2022-12-05 11:00:00",4,4,1,3,0
"2022-12-05 12:00:00",3,3,3,0,0
"2022-12-05 14:00:00",4,3,0,3,1
"2022-12-05 15:00:00",4,2,0,2,2
"2022-12-05 16:00:00",3,2,0,2,1
"2022-12-05 17:00:00",4,2,0,2,2
"2022-12-06 09:00:00",6,3,1,2,3
"2022-12-06 10:00:00",5,3,2,1,2
"2022-12-06 11:00:00",4,3,1,2,1
"2022-12-06 12:00:00",3,1,1,0,2
"2022-12-06 14:00:00",8,7,2,5,1
"2022-12-06 15:00:00",9,8,1,7,1
"2022-12-06 16:00:00",8,5,1,4,3
"2022-12-06 17:00:00",7,6,2,4,1
"2022-12-07 09:00:00",5,5,1,4,0
"2022-12-07 10:00:00",5,3,1,2,2
"2022-12-07 11:00:00",7,5,1,4,2
"2022-12-07 12:00:00",4,4,3,1,0
"2022-12-07 14:00:00",7,6,0,6,1
"2022-12-07 15:00:00",7,7,2,5,0
"2022-12-07 16:00:00",6,3,1,2,3
"2022-12-07 17:00:00",6,4,0,4,2
"2022-12-08 09:00:00",3,3,0,3,0
"2022-12-08 10:00:00",2,0,0,0,2
"2022-12-08 11:00:00",2,2,0,2,0
"2022-12-08 12:00:00",1,1,1,0,0
"2022-12-08 14:00:00",7,2,1,1,5
"2022-12-08 15:00:00",5,5,1,4,0
"2022-12-08 16:00:00",5,3,0,3,2
"2022-12-08 17:00:00",6,5,1,4,1
"2022-12-09 09:00:00",6,5,1,4,1
"2022-12-09 10:00:00",8,7,1,6,1
"2022-12-09 11:00:00",7,4,3,1,3
"2022-12-09 12:00:00",1,1,0,1,0
"2022-12-09 14:00:00",2,1,0,1,1
"2022-12-09 15:00:00",4,3,0,3,1
"2022-12-09 16:00:00",2,2,0,2,0
"2022-12-09 17:00:00",3,1,0,1,2
"2022-12-10 08:00:00",4,3,2,1,1
"2022-12-10 09:00:00",7,6,0,6,1
"2022-12-10 10:00:00",9,7,2,5,2
"2022-12-10 11:00:00",7,5,2,3,2
"2022-12-10 13:00:00",8,7,2,5,1
"2022-12-10 14:00:00",9,8,2,6,1
"2022-12-10 15:00:00",7,6,0,6,1
"2022-12-10 16:00:00",8,8,1,7,0
"2022-12-10 17:00:00",1,1,0,1,0
"2022-12-12 09:00:00",10,8,0,8,2
"2022-12-12 10:00:00",6,6,1,5,0
"2022-12-12 11:00:00",4,4,0,4,0
"2022-12-12 12:00:00",3,3,0,3,0
"2022-12-12 12:30:00",1,1,1,0,0
"2022-12-12 14:00:00",5,4,3,1,1
"2022-12-12 15:00:00",3,2,1,1,1
"2022-12-12 16:00:00",5,2,0,2,3
"2022-12-12 17:00:00",6,5,2,3,1
"2022-12-13 09:00:00",3,2,2,0,1
"2022-12-13 10:00:00",3,2,0,2,1
"2022-12-13 11:00:00",6,5,0,5,1
"2022-12-13 12:00:00",3,3,0,3,0
"2022-12-13 14:00:00",6,4,0,4,2
"2022-12-13 15:00:00",5,4,0,4,1
"2022-12-13 16:00:00",6,4,2,2,2
"2022-12-13 16:30:00",1,1,0,1,0
"2022-12-13 17:00:00",7,5,1,4,2
"2022-12-14 09:00:00",2,2,1,1,0
"2022-12-14 10:00:00",2,1,0,1,1
"2022-12-14 11:00:00",2,2,1,1,0
"2022-12-14 12:00:00",2,2,0,2,0
"2022-12-14 14:00:00",3,2,1,1,1
"2022-12-14 15:00:00",4,3,1,2,1
"2022-12-14 16:00:00",2,2,1,1,0
"2022-12-14 17:00:00",4,3,1,2,1
"2022-12-15 08:00:00",3,3,0,3,0
"2022-12-15 09:00:00",3,1,0,1,2
"2022-12-15 10:00:00",4,2,1,1,2
"2022-12-15 11:00:00",7,6,2,4,1
"2022-12-15 12:00:00",2,2,2,0,0
"2022-12-15 14:00:00",6,5,0,5,1
"2022-12-15 15:00:00",7,5,3,2,2
"2022-12-15 16:00:00",4,3,1,2,1
"2022-12-15 17:00:00",5,5,0,5,0
"2022-12-16 09:00:00",5,3,0,3,2
"2022-12-16 10:00:00",5,4,2,2,1
"2022-12-16 11:00:00",2,2,0,2,0
"2022-12-16 14:00:00",6,5,2,3,1
"2022-12-16 15:00:00",6,6,2,4,0
"2022-12-16 16:00:00",6,5,2,3,1
"2022-12-16 17:00:00",8,5,2,3,3
"2022-12-17 08:00:00",4,4,1,3,0
"2022-12-17 09:00:00",7,5,1,4,2
"2022-12-17 10:00:00",8,8,1,7,0
"2022-12-17 11:00:00",7,6,3,3,1
"2022-12-17 13:00:00",7,7,1,6,0
"2022-12-17 14:00:00",9,5,0,5,4
"2022-12-17 15:00:00",9,7,1,6,2
"2022-12-17 16:00:00",9,7,0,7,2
"2022-12-19 09:00:00",4,4,1,3,0
"2022-12-19 10:00:00",2,2,1,1,0
"2022-12-19 11:00:00",2,2,0,2,0
"2022-12-19 12:00:00",3,1,1,0,2
"2022-12-19 14:00:00",6,4,1,3,2
"2022-12-19 15:00:00",5,5,1,4,0
"2022-12-19 16:00:00",3,3,2,1,0
"2022-12-19 17:00:00",3,2,0,2,1
"2022-12-20 09:00:00",8,7,1,6,1
"2022-12-20 10:00:00",6,6,3,3,0
"2022-12-20 11:00:00",6,5,2,3,1
"2022-12-20 12:00:00",1,1,0,1,0
"2022-12-20 14:00:00",7,4,1,3,3
"2022-12-20 15:00:00",7,5,1,4,2
"2022-12-20 16:00:00",7,7,3,4,0
"2022-12-20 17:00:00",6,4,1,3,2
"2022-12-21 09:00:00",6,5,1,4,1
"2022-12-21 10:00:00",7,6,0,6,1
"2022-12-21 11:00:00",7,5,0,5,2
"2022-12-21 12:00:00",3,3,1,2,0
"2022-12-21 14:00:00",5,4,2,2,1
"2022-12-21 15:00:00",4,2,0,2,2
"2022-12-21 16:00:00",7,5,1,4,2
"2022-12-21 17:00:00",6,5,0,5,1
"2022-12-22 08:00:00",3,1,1,0,2
"2022-12-22 09:00:00",4,3,1,2,1
"2022-12-22 10:00:00",4,3,2,1,1
"2022-12-22 11:00:00",6,5,3,2,1
"2022-12-22 12:00:00",3,3,1,2,0
"2022-12-22 14:00:00",6,4,0,4,2
"2022-12-22 15:00:00",6,4,1,3,2
"2022-12-22 16:00:00",4,4,2,2,0
"2022-12-22 17:00:00",7,6,0,6,1
"2022-12-23 09:00:00",2,2,2,0,0
"2022-12-23 10:00:00",6,3,1,2,3
"2022-12-23 11:00:00",2,2,0,2,0
"2022-12-23 14:00:00",6,4,1,3,2
"2022-12-23 15:00:00",3,3,0,3,0
"2022-12-23 16:00:00",3,2,1,1,1
"2022-12-23 17:00:00",6,5,1,4,1
"2022-12-26 09:00:00",2,2,0,2,0
"2022-12-26 10:00:00",3,3,1,2,0
"2022-12-26 11:00:00",4,2,0,2,2
"2022-12-26 12:00:00",1,1,1,0,0
"2022-12-26 14:00:00",1,1,0,1,0
"2022-12-26 15:00:00",2,2,0,2,0
"2022-12-26 16:00:00",2,2,0,2,0
"2022-12-26 17:00:00",1,1,0,1,0
"2022-12-27 09:00:00",3,3,1,2,0
"2022-12-27 10:00:00",9,7,4,3,2
"2022-12-27 11:00:00",6,4,2,2,2
"2022-12-27 14:00:00",5,5,2,3,0
"2022-12-27 15:00:00",9,5,1,4,4
"2022-12-27 16:00:00",5,2,2,0,3
"2022-12-27 17:00:00",7,6,3,3,1
"2022-12-28 09:00:00",4,3,1,2,1
"2022-12-28 10:00:00",4,4,1,3,0
"2022-12-28 11:00:00",4,4,1,3,0
"2022-12-28 12:00:00",1,1,1,0,0
"2022-12-28 14:00:00",4,3,1,2,1
"2022-12-28 15:00:00",6,6,0,6,0
"2022-12-28 16:00:00",6,1,0,1,5
"2022-12-28 17:00:00",3,3,0,3,0
"2022-12-29 08:00:00",1,1,0,1,0
"2022-12-29 09:00:00",1,1,0,1,0
"2022-12-29 10:00:00",6,5,2,3,1
"2022-12-29 11:00:00",4,3,1,2,1
"2022-12-29 14:00:00",4,3,1,2,1
"2022-12-29 15:00:00",6,5,1,4,1
"2022-12-29 16:00:00",4,4,1,3,0
"2022-12-29 17:00:00",5,5,1,4,0
"2022-12-30 09:00:00",2,1,1,0,1
"2022-12-30 10:00:00",2,2,0,2,0
"2022-12-30 11:00:00",1,1,1,0,0
"2022-12-30 14:00:00",2,0,0,0,2
"2022-12-30 15:00:00",3,3,1,2,0
"2022-12-30 16:00:00",2,1,0,1,1
"2022-12-30 16:30:00",1,1,1,0,0
"2023-01-03 09:00:00",8,7,3,4,1
"2023-01-03 10:00:00",8,8,2,6,0
"2023-01-03 11:00:00",7,6,3,3,1
"2023-01-03 12:00:00",4,3,1,2,1
"2023-01-03 14:00:00",6,6,3,3,0
"2023-01-03 15:00:00",4,4,2,2,0
"2023-01-03 16:00:00",5,5,0,5,0
"2023-01-03 17:00:00",4,4,3,1,0
"2023-01-04 09:00:00",7,5,0,5,2
"2023-01-04 10:00:00",8,6,2,4,2
"2023-01-04 11:00:00",7,6,2,4,1
"2023-01-04 12:00:00",4,3,1,2,1
"2023-01-04 14:00:00",8,8,2,6,0
"2023-01-04 15:00:00",7,5,1,4,2
"2023-01-04 16:00:00",6,5,2,3,1
"2023-01-04 16:30:00",1,1,1,0,0
"2023-01-04 17:00:00",6,6,1,5,0
"2023-01-04 17:30:00",1,1,0,1,0
"2023-01-05 09:00:00",3,2,1,1,1
"2023-01-05 10:00:00",5,4,1,3,1
"2023-01-05 11:00:00",6,4,1,3,2
"2023-01-05 12:00:00",3,3,1,2,0
"2023-01-05 14:00:00",4,3,0,3,1
"2023-01-05 15:00:00",6,4,1,3,2
"2023-01-05 16:00:00",8,6,0,6,2
"2023-01-05 17:00:00",4,2,1,1,2
"2023-01-06 09:00:00",4,3,1,2,1
"2023-01-06 10:00:00",6,5,3,2,1
"2023-01-06 11:00:00",5,5,2,3,0
"2023-01-06 12:00:00",3,3,2,1,0
"2023-01-06 14:00:00",5,3,1,2,2
"2023-01-06 15:00:00",6,6,3,3,0
"2023-01-06 16:00:00",6,4,2,2,2
"2023-01-06 17:00:00",6,4,1,3,2
"2023-01-07 08:00:00",5,4,2,2,1
"2023-01-07 09:00:00",5,5,1,4,0
"2023-01-07 10:00:00",9,9,1,8,0
"2023-01-07 11:00:00",7,7,1,6,0
"2023-01-07 13:00:00",6,5,2,3,1
"2023-01-07 14:00:00",4,4,0,4,0
"2023-01-07 15:00:00",6,5,0,5,1
"2023-01-07 16:00:00",7,6,1,5,1
"2023-01-10 09:00:00",7,6,0,6,1
"2023-01-10 10:00:00",9,6,2,4,3
"2023-01-10 11:00:00",8,7,3,4,1
"2023-01-10 12:00:00",5,4,3,1,1
"2023-01-10 14:00:00",10,8,3,5,2
"2023-01-10 15:00:00",9,9,1,8,0
"2023-01-10 16:00:00",6,4,2,2,2
"2023-01-10 17:00:00",5,5,3,2,0
"2023-01-11 09:00:00",2,2,1,1,0
"2023-01-11 10:00:00",6,4,1,3,2
"2023-01-11 11:00:00",5,5,4,1,0
"2023-01-11 12:00:00",8,8,2,6,0
"2023-01-11 14:00:00",9,9,1,8,0
"2023-01-11 15:00:00",7,7,4,3,0
"2023-01-11 16:00:00",7,7,3,4,0
"2023-01-11 17:00:00",7,7,1,6,0
"2023-01-12 09:00:00",4,4,3,1,0
"2023-01-12 10:00:00",7,5,2,3,2
"2023-01-12 11:00:00",5,4,1,3,1
"2023-01-12 12:00:00",3,2,2,0,1
"2023-01-12 14:00:00",7,7,2,5,0
"2023-01-12 15:00:00",8,7,4,3,1
"2023-01-12 16:00:00",7,6,3,3,1
"2023-01-12 17:00:00",5,5,4,1,0
"2023-01-13 09:00:00",5,5,0,5,0
"2023-01-13 10:00:00",4,4,1,3,0
"2023-01-13 11:00:00",3,3,1,2,0
"2023-01-13 12:00:00",4,3,1,2,1
"2023-01-13 14:00:00",6,6,1,5,0
"2023-01-13 15:00:00",6,6,1,5,0
"2023-01-13 16:00:00",6,5,1,4,1
"2023-01-13 17:00:00",8,6,2,4,2
"2023-01-14 08:00:00",6,4,3,1,2
"2023-01-14 09:00:00",9,8,2,6,1
"2023-01-14 10:00:00",10,10,3,7,0
"2023-01-14 11:00:00",10,5,2,3,5
"2023-01-14 13:00:00",7,6,1,5,1
